storeId,productCode,quantity,logQuantity,advertising,price,weekStarting,id
2,surface.go,576,10.96127785,1,109,3/8/2018,c589f784-284a-4305-a4ae-063e27d1f798
2,surface.go,7,6.556778356,0,269,3/15/2018,cc346173-a4b5-427a-a939-612e94dd92b6
2,surface.go,60,8.702177866,0,269,3/22/2018,4b7aff36-2515-4858-92e2-7b56d526662b
2,surface.go,103,9.246479419,1,159,3/29/2018,087664df-7134-478b-90a5-d60ba56332d6
2,surface.go,126,9.442086812,0,159,4/5/2018,a618db51-aa11-4532-aaed-b4d0be0e34de
2,surface.go,63,8.754002934,0,159,4/12/2018,1b0b571d-10b8-40b4-a5bd-585917887e49
2,surface.go,1407,11.85464107,1,99,4/19/2018,1bf7c82b-4c03-4dc7-9460-8bc6b2871936
2,surface.go,9,6.866933285,1,269,4/26/2018,69900d35-e6e5-4d99-b3ec-ed3339bc9e1a
2,surface.go,12,7.103322063,0,269,5/3/2018,a1668d82-f923-4073-85e0-e35a56555523
2,surface.go,16,7.416979621,0,269,5/10/2018,057ead3d-88d2-4f6d-9f79-17ea04818bd2
2,surface.go,49,8.51559191,0,269,5/17/2018,4e316a51-4f7a-4071-9ee6-ae1e1fa6aa1a
2,surface.go,279,10.23881628,1,159,5/24/2018,072cb4ca-488a-440f-b8bb-70dd2764d0a7
2,surface.go,121,9.405907156,0,159,5/31/2018,63ae0152-0289-4b80-9f77-bb95acbff53c
2,surface.go,22,7.714231145,0,269,6/7/2018,b2eceebc-e8bf-48d0-a923-964a524d0f0b
2,surface.go,55,8.61323038,1,149,6/14/2018,a3c79cf2-45b8-43ec-889f-f36706ee24da
2,surface.go,88,9.086136769,0,129,6/21/2018,7df85a5e-65f0-4330-a95d-5ef9fe7c0889
2,surface.go,26,7.87245515,0,199,6/28/2018,2f5ee360-2360-457c-8bde-f9bb574d15c9
2,surface.go,104,9.252633284,0,199,7/5/2018,aa61e08b-17ca-45ee-8e29-98584af1ff5e
2,surface.go,83,9.026417534,0,159,7/19/2018,cfb8dbac-3856-4ef1-a769-7eebe9542443
2,surface.go,67,8.822322178,0,199,7/26/2018,e7a7a86b-6106-4382-8f6b-11c825ed0bd4
2,surface.go,605,11.01112565,1,99,8/2/2018,081732b5-b4bb-410d-9800-c883a1d78bf8
2,surface.go,206,9.933434629,0,99,8/9/2018,c4dde2b7-6577-4e14-9c31-8ac2c8e66979
2,surface.go,160,9.684336023,0,139,8/30/2018,2ddf0e02-785a-4fed-a978-1bb232dd6dd1
2,surface.go,124,9.431882642,0,139,9/6/2018,e17e9d0d-2fc7-4097-9627-175b5d2abdc5
2,surface.go,170,9.742379392,0,139,9/13/2018,79fbcb77-6906-4e8e-83c8-90a8b2ded3c7
2,surface.go,134,9.505990614,1,159,9/20/2018,833b18f5-b4f4-4b0d-9f9e-bf7ae7d0f047
2,surface.go,101,9.221478116,0,159,9/27/2018,2e0a1ccb-ef09-4eca-be3e-7b93268ad22a
2,surface.go,90,9.114710141,0,156,10/4/2018,cc49a2f1-92ce-47f0-b69b-2242d79f7af6
2,surface.go,228,10.03661887,1,149,10/11/2018,4cec172c-71c1-4155-87aa-5627e18fbf50
2,surface.go,69,8.850230966,0,165,10/18/2018,9baf5ea7-307a-4df2-acf6-d1b93ed8513c
2,surface.go,41,8.333270353,0,199,10/25/2018,ee348523-c2f8-41de-bd7e-01af308cf2e3
2,surface.go,33,8.110126802,0,183,11/1/2018,ef41f0cc-b942-44b7-a615-7277b50ad1fe
2,surface.go,120,9.400630098,1,169,11/8/2018,21d75c4c-9d99-4ff8-b801-a47d23e34165
2,surface.go,62,8.733594062,0,176,11/15/2018,48d0fd86-e977-43e3-88c6-406b49f74d53
2,surface.go,30,8.009030685,0,199,11/22/2018,98bc306b-dd57-4065-9262-90dee24afdea
2,surface.go,194,9.875910785,1,150,11/29/2018,f46e93a6-58b2-40ce-a714-71954e3572e0
2,surface.go,167,9.727227587,0,159,12/6/2018,389f1d35-eda7-4e19-a17d-e149b98a2325
2,surface.go,135,9.515469358,1,159,12/13/2018,d8018cdc-d9b7-43eb-ad80-2d4c13f59bc2
2,surface.go,60,8.712759975,0,161,12/20/2018,08c4568a-0d9c-4118-b08f-643dcfc41f2f
2,surface.go,104,9.252633284,1,169,12/27/2018,4003408a-daa2-41d3-9af2-139097c564d7
2,surface.go,117,9.368369236,0,169,1/3/2019,c6b9c737-44dd-4375-9394-f733d5c3cf99
2,surface.go,40,8.30201781,0,176,1/10/2019,9a7c21ac-c9e2-474c-b327-545f5dd60715
2,surface.go,63,8.754002934,0,182,1/17/2019,11556602-9f13-4aa4-a7e6-67e4cca349dd
2,surface.go,136,9.520175249,0,147,1/24/2019,0d893913-4842-41d5-a90d-8032bc0d3bf4
2,surface.go,451,10.71708089,0,129,1/31/2019,d89cf829-f3a7-4c84-85ab-15f3408612fc
2,surface.go,99,9.208739091,0,139,2/7/2019,a0127f0a-b4ea-4cd9-be63-143d87b6ce68
2,surface.go,48,8.476371197,0,182,2/14/2019,d62a929b-cbb2-46aa-b650-ab03012dc962
2,surface.go,117,9.373818841,0,169,2/21/2019,062eeecc-3ab3-48f7-a861-e37b7833da75
2,surface.go,115,9.357380115,0,154,2/28/2019,c52c1c38-a392-4ee7-89df-6fac98d6cbdb
2,surface.go,512,10.84474403,1,139,3/7/2019,861fe286-47d1-474b-a7bd-522a0206f42f
2,surface.go,149,9.614204199,0,144,3/14/2019,39f5ee18-6c74-4e9f-90fb-8a8ca9148fb4
2,surface.go,307,10.33475035,0,159,3/21/2019,d70621d6-79ed-41dd-adf4-08bbed97154e
2,surface.go,124,9.431882642,0,160,3/28/2019,1795e223-696d-41a6-b864-0c0771e3fb9e
2,surface.go,32,8.090708716,0,199,4/4/2019,74a97c5c-ee5f-42be-8dff-370bc2d91e5f
2,surface.go,87,9.078864009,0,148,4/11/2019,3817d58d-2ae7-48f9-8949-20e9a1964a8e
2,surface.go,708,11.16829202,1,129,4/18/2019,152c551b-e311-4e88-a1d5-89b30697f1d0
2,surface.go,185,9.828764006,0,142,4/25/2019,52572524-e865-46ee-a3ca-bf528d83344c
2,surface.go,91,9.121727714,0,199,5/2/2019,0934a25b-aec3-40dd-b251-8abaef3bd8f8
2,surface.go,96,9.169518378,0,200,5/9/2019,da664796-2bdd-46b3-8970-b74b62255cd1
2,surface.go,48,8.476371197,0,209,5/16/2019,3c14b4ae-0471-4abf-9eda-2672c0d01961
2,surface.go,96,9.17616292,0,169,5/23/2019,f1069be5-1e77-4cfa-844b-5353ba34744a
2,surface.go,455,10.726961,0,169,5/30/2019,1f891a43-c958-4410-9437-18d02e93c0e6
2,surface.go,209,9.951896692,0,174,6/6/2019,33ca7a58-a5b9-4103-9688-f889687637b8
2,surface.go,65,8.793612072,0,209,6/13/2019,0c912156-5b24-42b2-8904-cb088cff5b47
2,surface.go,49,8.51559191,0,205,6/20/2019,16dafc7d-0728-4b4c-bea6-46d093b92080
2,surface.go,80,8.99516499,0,124,6/27/2019,93ae9e64-faa2-491c-884b-657bf0b0df6f
2,surface.go,73,8.903815212,0,161,7/4/2019,900f2b77-844e-4a9b-a864-9256849b5278
2,surface.go,100,9.215128889,0,140,7/11/2019,e67116c0-7535-4cb7-a46e-b230e789354a
2,surface.go,101,9.221478116,0,191,7/18/2019,de70ce73-204a-411d-8758-19805b34c291
2,surface.go,91,9.121727714,0,169,7/25/2019,a2409aef-acc2-42a0-9d4a-a8742c959487
2,surface.go,362,10.49924239,1,149,8/1/2019,12a4c1cb-5d30-4a28-839d-a598f8537b5e
2,surface.go,37,8.236420527,1,199,8/8/2019,9de45189-5e40-4dc5-b1b7-6c54f13f1a90
2,surface.go,33,8.110126802,0,197,8/15/2019,1683cb34-82cb-430a-a2b3-ebdb30874b01
2,surface.go,138,9.534161491,0,136,8/22/2019,7fc6355f-abfc-403e-b5bf-d64fbe3eb8a3
2,surface.go,90,9.107642974,0,119,8/29/2019,c53af18c-01cb-49e7-9718-aac876670392
2,surface.go,20,7.624618986,0,209,9/5/2019,9142c13d-5bb0-4150-94a6-608b38552153
2,surface.go,19,7.592870288,0,209,9/12/2019,5fe667d4-d91c-4b82-a987-6e6cd8fbfe3b
2,surface.go,41,8.333270353,0,177,9/19/2019,d58b24f4-12ce-4911-adfe-d85df94eb47d
2,surface.go,352,10.47061789,0,149,9/26/2019,9767fdda-1d5d-42ba-b153-d141ccb6c046
2,surface.go,86,9.064157862,0,182,10/3/2019,7bb51d37-5eb7-4798-834a-9e236ee640bc
2,surface.pro7,44,8.407378325,0,317,6/15/2017,720e5380-cd45-42ac-9ebc-e43ad0f2d42b
2,surface.pro7,46,8.449342525,0,317,7/27/2017,2b9ab614-16cb-491b-aea5-9bae3746538a
2,surface.pro7,201,9.911455722,1,239,8/3/2017,eeae150c-2928-4255-b8dd-90b3ca3bc754
2,surface.pro7,26,7.896552702,0,317,8/10/2017,c163f1cd-48e5-4efd-9096-7c7e1af45dd1
2,surface.pro7,30,8.009030685,0,317,8/24/2017,5a14cc99-6d00-46ee-b13b-b1909ffcec15
2,surface.pro7,46,8.449342525,0,317,8/31/2017,c52d4b8d-93c4-48a7-936d-684c557957f4
2,surface.pro7,27,7.920083199,0,317,9/7/2017,ad587328-30ae-47e4-84b5-2db68ea7c80e
2,surface.pro7,261,10.17259824,1,219,9/14/2017,037cc223-cf74-4eef-9e05-e4d699d170aa
2,surface.pro7,37,8.219326094,0,317,9/21/2017,3bc4880f-f0d4-44f4-82a4-d768173719ed
2,surface.pro7,306,10.33058368,1,199,10/12/2017,16303e52-7c03-442e-8e4b-19d272726a10
2,surface.pro7,38,8.253227646,0,298,10/19/2017,872e8c6f-b60c-41f9-991f-4e02e3fd4d18
2,surface.pro7,28,7.943072717,0,317,10/26/2017,6e7f6f41-f2a3-4a05-8a41-0d396e90a284
2,surface.pro7,231,10.04776104,1,199,11/2/2017,af0091f2-4c55-4f04-9a5f-3c4ed5911ab5
2,surface.pro7,33,8.129174997,0,317,11/9/2017,ed2bd13e-96a1-40e1-8946-786feb8f65da
2,surface.pro7,263,10.1774763,1,199,11/16/2017,05829087-c96c-4b30-848a-e0124507d00b
2,surface.pro7,63,8.754002934,0,199,11/23/2017,0a386c94-0197-4703-87b6-dc04f1f1ba52
2,surface.pro7,99,9.2023082,0,317,11/30/2017,f22d0bfa-1cc8-43c1-bc8b-eb642579527f
2,surface.pro7,252,10.13776885,1,199,12/7/2017,4ade8d2f-8eee-4235-9d0f-53c287215fdd
2,surface.pro7,148,9.605620455,0,199,12/14/2017,91eb19e5-e862-442c-a37c-eaefbe4131dc
2,surface.pro7,122,9.416378455,0,199,12/21/2017,11e46616-60e3-4f1c-a86f-5053b104a576
2,surface.pro7,62,8.743850562,0,199,12/28/2017,e68be0e6-52f9-4f37-a172-051a9434b75f
2,surface.pro7,91,9.121727714,0,199,1/4/2018,c59ad1a6-c2e3-4179-99f6-c1c798c325fb
2,surface.pro7,41,8.333270353,0,259,1/11/2018,c98e9032-5624-40b6-b6b1-04988a00eff0
2,surface.pro7,101,9.227787286,0,259,1/18/2018,eca148d1-d135-4dfa-97f3-3c8110d1df3c
2,surface.pro7,290,10.27698028,1,199,1/25/2018,23c756b0-f45c-42f3-90b3-ec8e1c769271
2,surface.pro7,71,8.868413285,0,259,2/1/2018,61f80a32-34e1-4192-8638-64ea30442951
2,surface.pro7,74,8.921057018,0,249,2/8/2018,2a83b3f2-da53-4dea-b1d2-232ff8f18568
2,surface.pro7,42,8.348537825,0,249,2/15/2018,94c7a077-3b21-4667-9ee7-e045d3b64935
2,surface.pro7,89,9.100525506,0,249,2/22/2018,0f929ec4-079b-452d-9abf-c8460585d07e
2,surface.pro7,224,10.01966931,1,199,3/1/2018,1ec11ae7-3a26-45ee-9be5-f20b92ce0191
2,surface.pro7,38,8.253227646,0,259,3/8/2018,b0ad5b93-54dd-4b64-bdee-bf158c1b7765
2,surface.pro7,129,9.472089062,0,259,3/15/2018,99e3676e-7d60-4c83-b22c-967ff64b087a
2,surface.pro7,701,11.15830555,1,169,3/22/2018,d9cbc867-42d3-48ce-9e41-86269ef33c4d
2,surface.pro7,212,9.964018052,0,169,3/29/2018,44377d7f-5762-457a-81fa-92533b8a8ae6
2,surface.pro7,56,8.647519453,1,259,4/5/2018,1b77566a-054f-43c2-8f37-05a37667c7a6
2,surface.pro7,76,8.946374826,0,209,4/12/2018,44d5a90d-ea2f-4b48-8795-45229c24072e
2,surface.pro7,63,8.754002934,0,209,4/19/2018,acc0fb72-4662-4b43-9939-0791fcec8e59
2,surface.pro7,85,9.056722883,0,209,4/26/2018,7c43bd9f-5f4f-471e-a0b8-7c3716fa2e48
2,surface.pro7,151,9.622714888,0,209,5/3/2018,62d9cf16-204d-4c80-b547-505617f2f88f
2,surface.pro7,764,11.24478455,1,139,5/10/2018,525b7c97-63dd-4f75-befe-c9dc7273650b
2,surface.pro7,50,8.528330936,0,239,5/17/2018,40e88edd-9bf2-49ba-9de7-effef1241147
2,surface.pro7,47,8.462948177,0,239,5/24/2018,24f61de3-75f1-4e90-90a1-de38fdd55392
2,surface.pro7,44,8.407378325,0,239,5/31/2018,6da16edd-46f7-4efb-b39e-937512e6e968
2,surface.pro7,40,8.30201781,0,239,6/7/2018,a3ac1704-552e-4d4e-89f4-28952d6928f7
2,surface.pro7,147,9.601300794,1,179,6/14/2018,aa20506f-68bb-4918-ad31-5c9031fd03da
2,surface.pro7,120,9.400630098,0,239,6/21/2018,c5e812e8-0d55-4750-99e2-992229c35e73
2,surface.pro7,417,10.64046021,1,169,6/28/2018,e9adb12d-0e27-4847-96e9-802915bb5a97
2,surface.pro7,105,9.264828557,0,169,7/5/2018,88c218a0-6a59-4fb0-a3eb-c37592af0df5
2,surface.pro7,42,8.348537825,0,239,7/19/2018,a8798deb-40b2-49e6-b7a8-9bb904e535d5
2,surface.pro7,28,7.965545573,0,239,7/26/2018,185dc51a-2fb7-4dbc-9d74-7cc72ff85d00
2,surface.pro7,39,8.286017468,0,239,8/2/2018,e0b8657c-160b-4720-a9ab-7482d6d9de6b
2,surface.pro7,37,8.219326094,0,239,8/9/2018,d8c2e066-f2ad-4fc1-8214-9f5aeb261eb3
2,surface.pro7,28,7.943072717,0,239,8/30/2018,f82ac863-22b4-49a9-9774-e45f7163c3ff
2,surface.pro7,42,8.363575703,0,239,9/6/2018,e859be4d-08b6-49f0-9f5c-d6d7342626ef
2,surface.pro7,182,9.811372264,1,199,9/13/2018,d98d5006-8930-4914-8005-08f059ab8976
2,surface.pro7,73,8.903815212,0,195,9/20/2018,14ca2dad-dbab-4465-acf5-a9bbcad13e01
2,surface.pro7,78,8.962904128,0,183,9/27/2018,ca775c02-9cb8-4abb-805a-248d560a9b00
2,surface.pro7,135,9.510741217,0,179,10/4/2018,4d3fa9e9-4ebc-46ce-a7f8-43edb10c7d27
2,surface.pro7,100,9.215128889,0,191,10/11/2018,6e78e987-17ee-409f-9c14-055728fd3623
2,surface.pro7,1359,11.81993947,1,169,10/18/2018,f77e0064-1556-4378-8baf-e3f8778b9a12
2,surface.pro7,50,8.528330936,0,239,10/25/2018,aeda7e8c-d71d-43e6-80bb-bcc49271938c
2,surface.pro7,279,10.23881628,0,149,11/1/2018,1c61a608-acbf-4554-97b0-1ef317680d86
2,surface.pro7,47,8.462948177,0,239,11/8/2018,0ed46601-6a80-4fb2-b1dc-024a3b0526bc
2,surface.pro7,78,8.962904128,0,214,11/15/2018,3349f108-7900-40e3-83cf-0085f207a428
2,surface.pro7,124,9.431882642,0,199,11/22/2018,7292e119-a3dd-462c-8039-a2ff0196c3e2
2,surface.pro7,96,9.17616292,0,199,11/29/2018,155ba909-bc7b-4946-8f3b-09fcc5cb28fc
2,surface.pro7,71,8.877381955,0,206,12/6/2018,c07115ea-2d88-41cf-8a08-b6bc2c97cf62
2,surface.pro7,44,8.407378325,0,239,12/13/2018,f88fea81-16d1-497a-be0c-1576bb6cc6f6
2,surface.pro7,59,8.691482577,0,222,12/20/2018,fb707f84-29d7-4780-92f7-7fb21e3dae82
2,surface.pro7,216,9.984883191,1,199,12/27/2018,fada6c75-f045-47b6-9271-f81b19653f75
2,surface.pro7,120,9.395325046,0,199,1/3/2019,5409feb0-c1a4-4655-b2d5-e27a2da08b6c
2,surface.pro7,70,8.859363449,0,212,1/10/2019,2b26fa5e-b635-4f80-882b-daf6e35b4288
2,surface.pro7,102,9.234056899,1,249,1/17/2019,f16b77a1-a145-4b20-b1fa-748819359d19
2,surface.pro7,68,8.831711918,1,249,1/24/2019,f0abcec5-ffc9-42f9-9b1f-b0ad9172f815
2,surface.pro7,39,8.286017468,0,261,1/31/2019,adf34f6c-f378-4fa6-81dc-ba9e9c1c742d
2,surface.pro7,58,8.68067166,0,226,2/7/2019,185c67ec-eea9-4e04-bcda-c23ad853dbcf
2,surface.pro7,62,8.733594062,0,199,2/14/2019,7d32c9e5-6e2a-4328-96c7-e2c6987bb41d
2,surface.pro7,722,11.18797065,1,199,2/21/2019,2a126937-c581-4b1d-859a-b910578db378
2,surface.pro7,115,9.351839934,0,211,2/28/2019,381e6722-dae8-48cd-bc28-3a1cc856a428
2,surface.pro7,58,8.66974259,0,235,3/7/2019,8eb29af8-4191-4398-ab48-2833593cbf3e
2,surface.pro7,193,9.872615889,1,199,3/14/2019,d04ee4b4-98be-4177-baf4-5a812709a12e
2,surface.pro7,95,9.162829389,0,210,3/21/2019,052fafee-51bb-4b56-af62-276db3dd9129
2,surface.pro7,53,8.577723691,0,228,3/28/2019,8b8e1b6c-4d50-47c9-a90b-6f8239b03f55
2,surface.pro7,145,9.583833101,1,190,4/4/2019,26949107-2a78-409f-a789-ce0f927bb4d5
2,surface.pro7,124,9.426741242,0,212,4/11/2019,ffba5d56-5a60-4811-bc50-937d27c776ad
2,surface.pro7,53,8.589699882,0,279,4/18/2019,af86892f-5c1e-4471-8016-974b0311cec1
2,surface.pro7,190,9.852615222,1,209,4/25/2019,4b0d9fcb-705b-4abe-bb46-67e245f2a6ad
2,surface.pro7,39,8.269756948,0,279,5/2/2019,d5bd9758-cf6b-44e0-9aab-0d4bcc9c2d60
2,surface.pro7,63,8.754002934,0,279,5/9/2019,95e5c32a-c46e-4941-a00b-cc4e2332c3a0
2,surface.pro7,54,8.60153434,0,279,5/16/2019,11053de3-55ff-47b8-8d8b-1f888c6e1055
2,surface.pro7,224,10.01681624,1,209,5/23/2019,bf2d4bd9-744e-4863-b6f9-b3994324e992
2,surface.pro7,39,8.286017468,0,284,5/30/2019,57956e27-8f83-427b-9c57-e77ea328ce93
2,surface.pro7,32,8.090708716,0,289,6/6/2019,7419b232-4ad6-41d0-8ab4-3683a88dde3c
2,surface.pro7,43,8.378390789,0,289,6/13/2019,db019cb9-73ad-4697-9f2c-3b2c8044ddcf
2,surface.pro7,44,8.407378325,0,289,6/20/2019,77dad821-d3cb-48ae-aab9-ad0163761aa5
2,surface.pro7,38,8.253227646,0,252,6/27/2019,2c285d3d-3cd0-4737-b783-490a8e475b3f
2,surface.pro7,133,9.496421163,1,200,7/4/2019,bca403eb-b93f-45a4-9baf-65c5d049065a
2,surface.pro7,37,8.236420527,1,233,7/11/2019,1fed5cae-1eb4-4cda-81bd-efdb2d848d80
2,surface.pro7,48,8.476371197,0,289,7/18/2019,1ddae375-1b5f-46e5-afa5-61f974d9a9c1
2,surface.pro7,249,10.12502982,1,229,7/25/2019,0141c3f8-30d0-47c8-b74a-9ca16a20135b
2,surface.pro7,45,8.42156296,0,286,8/1/2019,44c10f54-8825-4c8c-b60c-25ec7f9afd1b
2,surface.pro7,39,8.286017468,1,281,8/8/2019,c82ffdcd-5643-416c-9265-ef12cd2a151d
2,surface.pro7,496,10.81174611,1,199,8/15/2019,d598dfba-dc2b-43c6-88ad-f33e08530a0a
2,surface.pro7,234,10.06424493,1,194,8/22/2019,ad75a496-4c28-42a8-b562-84f3bf0bf482
2,surface.pro7,190,9.852615222,0,169,8/29/2019,5fa24dcf-c59c-410e-9125-e7048b59f2c1
2,surface.pro7,115,9.357380115,0,181,9/5/2019,38c9603b-f617-4e55-9756-afdcb77cdb16
2,surface.pro7,267,10.19436452,1,199,9/12/2019,6877485d-ca2d-406f-a8f6-176a906c3f93
2,surface.pro7,39,8.269756948,0,283,9/19/2019,9bf969c9-e938-49c1-a2c4-904d8cbfc0a1
2,surface.pro7,37,8.219326094,0,267,9/26/2019,0c8848e3-e30e-4ef6-a260-ead4959cd67e
2,surface.pro7,412,10.62658181,1,219,10/3/2019,f529ee74-4f45-4001-be45-324a39c1b9d2
2,surface.laptop3,82,9.018695488,0,387,6/15/2017,7608e571-1058-4db7-96f4-55f1123bd575
2,surface.laptop3,61,8.723231275,0,387,7/27/2017,8ff9e3dd-decc-4cee-886f-d70a5c2bcfd3
2,surface.laptop3,38,8.253227646,0,387,8/3/2017,49c0bb99-a6fa-4160-a6cf-0d9a7254387f
2,surface.laptop3,80,8.987196821,0,387,8/10/2017,b50460ec-d7b5-4c10-93ee-cab63db8cc78
2,surface.laptop3,88,9.093357017,0,387,8/24/2017,81a57505-093a-408e-bcab-a267a10be4e5
2,surface.laptop3,71,8.877381955,0,387,8/31/2017,bdc44a0a-22db-40e3-a738-3a73ef8d8df9
2,surface.laptop3,108,9.29468152,0,329,9/7/2017,030381ea-816f-408d-8660-1ec965d846ed
2,surface.laptop3,77,8.954673629,0,329,9/14/2017,a65539d0-9522-461f-8ac3-bf52a5ca9b39
2,surface.laptop3,85,9.049232212,0,329,9/21/2017,caa2ba8d-0778-4914-b99f-8f5ecd34ab22
2,surface.laptop3,55,8.61323038,0,329,10/12/2017,6bc776d4-a27b-447d-ae32-1e70ce9f94cf
2,surface.laptop3,58,8.68067166,0,356,10/19/2017,d7c3929c-18d4-417e-b100-487c21fea931
2,surface.laptop3,83,9.034080407,0,356,10/26/2017,f3f433ba-a843-452f-8ca6-deb19ac46f93
2,surface.laptop3,59,8.691482577,0,356,11/2/2017,cabf8311-c9d1-42df-947f-a34a2128cbc9
2,surface.laptop3,68,8.831711918,0,356,11/9/2017,2021ae82-e6e2-4545-85bd-a2c6b521709c
2,surface.laptop3,92,9.128696383,0,387,11/16/2017,7b153804-8e44-44f4-8f63-2b69f857a115
2,surface.laptop3,121,9.405907156,0,299,11/23/2017,12c3688e-3839-4b24-9a6b-f4dfcafb6b3f
2,surface.laptop3,126,9.447150114,0,299,11/30/2017,e6e39086-c024-405e-a3d1-8acff56656b0
2,surface.laptop3,65,8.783855897,0,359,12/7/2017,b0d3b625-8e15-47da-9884-447c620f9769
2,surface.laptop3,61,8.723231275,0,359,12/14/2017,e2a876d0-a812-444c-9736-4fe5014c8106
2,surface.laptop3,211,9.957975738,0,239,12/21/2017,1a6b783a-73c8-4ab9-a876-2babc9724c10
2,surface.laptop3,124,9.426741242,0,239,12/28/2017,f1012df0-e8c4-4928-bd5d-b84158fef6ec
2,surface.laptop3,94,9.156095357,0,359,1/4/2018,ad865c7e-5360-40d3-af94-895df6103a0f
2,surface.laptop3,179,9.793672686,0,259,1/11/2018,8bb50e9c-cff8-42a7-94d4-fd20ce528191
2,surface.laptop3,94,9.14931567,0,259,1/18/2018,bdc94f56-e8a6-4ca0-8297-90a5b5e712eb
2,surface.laptop3,62,8.743850562,0,359,1/25/2018,ef0860fa-988a-47ae-ba7c-b2adaa9ff93c
2,surface.laptop3,69,8.841014311,0,359,2/1/2018,5c7d0667-1c80-4e77-b450-e59a1c13f1f3
2,surface.laptop3,167,9.727227587,0,249,2/8/2018,3a35567f-869d-478e-a2df-0e8188c70ec3
2,surface.laptop3,62,8.743850562,0,359,2/15/2018,703a8905-7140-43ff-987c-e83bbc2ea245
2,surface.laptop3,79,8.979164649,0,359,2/22/2018,8038dc35-5219-4db4-b6a0-0193c82b4ada
2,surface.laptop3,61,8.723231275,0,359,3/1/2018,d057ffc5-ade6-484d-aefa-7be5d9d725d3
2,surface.laptop3,79,8.979164649,0,359,3/8/2018,58a1cf44-9e77-45a5-9f5d-fdd37c85a377
2,surface.laptop3,78,8.962904128,0,359,3/15/2018,6c44666e-94d4-45e0-a53f-e382cc18c560
2,surface.laptop3,60,8.712759975,0,359,3/22/2018,b9cfa462-18a6-4f18-899f-c3584eb6e1b8
2,surface.laptop3,421,10.64960662,1,169,3/29/2018,9e31a05a-6353-4bc5-8eed-f2f00e2c0b6f
2,surface.laptop3,49,8.502688505,0,359,4/5/2018,ebfd75fe-a0bb-4ad1-afb1-314e637261c2
